fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,quality
6.3,0.381,0.266,3.73,0.033,15.0,86.0,0.98988,3.24,0.51,13.0,white,6
7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.99822,3.04,0.5,9.2,white,5
7.4,0.22,0.343,6.97,0.031,13.5,87.0,0.99379,3.06,0.46,10.68,white,8
8.1,0.443,0.362,7.61,0.063,37.5,173.5,0.99693,3.23,0.44,9.39,white,3
7.3,0.658,0.089,1.89,0.092,9.0,22.5,0.9959,3.3,0.57,9.76,red,5
6.9,0.166,0.385,1.28,0.031,31.5,93.5,0.99178,3.28,0.44,10.83,white,6
5.6,0.147,0.242,4.62,0.029,26.5,103.0,0.99424,3.28,0.4,9.31,white,6
6.8,0.21,0.357,2.24,0.039,29.5,121.0,0.99259,3.21,0.58,10.46,white,7
6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,3.16,0.5,9.6,white,6
7.6,0.183,0.438,10.31,0.056,55.5,145.5,0.99664,3.14,0.42,10.06,white,6
7.4,1.327,0.018,3.38,0.118,4.5,11.0,0.99594,3.46,0.44,10.65,red,3
7.6,0.439,0.285,2.08,0.073,17.5,60.5,0.9971,3.4,0.64,9.52,red,5
7.3,0.29,0.41,7.13,0.047,28.5,155.5,0.99565,3.41,0.63,10.85,white,7
7.1,0.303,0.371,7.42,0.046,47.5,175.5,0.99543,3.13,0.52,9.66,white,5
7.8,0.536,0.266,4.21,0.048,17.5,120.5,0.99406,3.16,0.63,10.99,white,4
6.2,0.297,0.291,1.48,0.05,20.0,160.0,0.9919,3.26,0.4,10.7,white,5
7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,white,6
8.9,0.416,0.309,1.51,0.049,8.0,166.5,0.99516,3.12,0.45,9.66,white,4
6.4,0.263,0.306,14.71,0.034,39.5,133.5,0.99469,3.29,0.47,12.57,white,7
6.8,0.298,0.327,1.1,0.038,21.0,112.5,0.99012,3.21,0.48,11.86,white,5
6.6,0.281,0.184,3.62,0.047,7.5,110.5,0.99521,3.24,0.36,8.78,white,4
7.2,0.281,0.313,10.31,0.036,39.5,138.5,0.99512,3.09,0.48,10.5,white,6
11.3,0.354,0.603,3.87,0.079,36.0,70.0,0.99988,3.28,0.9,11.15,red,7
6.9,0.364,0.276,2.63,0.036,35.5,114.0,0.98923,3.19,0.45,13.51,white,7
6.6,0.39,0.24,4.59,0.061,8.5,118.0,0.99346,3.09,0.33,10.16,white,4
7.1,0.165,0.255,7.08,0.049,31.0,222.5,0.99625,3.38,0.57,10.08,white,6
8.9,0.58,0.0,1.75,0.061,5.5,11.0,0.9972,3.2,0.63,10.29,red,6
6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,white,6
7.5,0.336,0.37,5.91,0.023,49.5,120.0,0.9917,3.26,0.39,12.09,white,9
6.6,0.403,0.307,2.56,0.032,38.5,98.5,0.99012,3.28,0.62,12.57,white,7
6.6,0.3,0.283,4.0,0.037,34.5,110.0,0.99075,3.21,0.64,12.54,white,8
6.0,0.184,0.275,3.87,0.043,48.5,180.0,0.99432,3.62,0.48,10.31,white,7
6.0,0.197,0.31,1.81,0.036,14.0,77.0,0.99099,3.27,0.74,11.17,white,8
6.9,0.345,0.284,8.33,0.033,30.0,87.0,0.99159,2.95,0.4,12.46,white,6
6.1,0.32,0.259,5.48,0.034,19.5,83.0,0.98929,3.07,0.27,13.3,white,8
6.8,0.303,0.29,2.07,0.037,32.5,132.5,0.98956,3.14,0.36,12.41,white,7
6.6,0.289,0.259,5.63,0.037,26.0,112.5,0.99033,3.15,0.48,12.51,white,7
7.2,0.239,0.376,13.71,0.055,43.0,195.5,0.9982,3.01,0.47,8.96,white,7
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,red,6
10.1,0.243,0.294,13.76,0.054,28.5,161.0,0.99884,2.98,0.52,9.74,white,3
6.5,0.166,0.349,1.67,0.037,43.0,149.0,0.99166,3.37,0.64,11.26,white,8
5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,white,6
7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,white,5
5.1,0.255,0.439,3.87,0.028,23.0,128.0,0.99146,3.53,0.47,11.49,white,8
6.7,0.322,0.304,3.48,0.03,15.5,80.0,0.99077,3.34,0.62,12.52,white,7
6.9,0.269,0.352,1.71,0.046,38.0,125.5,0.99278,3.45,0.49,10.58,white,8
6.9,0.254,0.345,5.36,0.038,23.0,123.0,0.99288,3.17,0.5,11.01,white,6
7.4,0.171,0.47,1.24,0.037,29.5,104.5,0.99232,3.22,0.56,10.65,white,6
8.0,0.275,0.294,2.15,0.036,5.0,29.5,0.99142,3.03,0.37,11.11,white,4
5.8,0.127,0.268,4.18,0.03,39.0,108.5,0.99199,3.53,0.7,12.08,white,6
5.9,0.256,0.278,1.74,0.034,13.0,101.5,0.99029,3.41,0.43,12.35,white,5
7.3,0.23,0.24,0.9,0.031,29.0,86.0,0.98926,2.9,0.38,12.2,white,6
6.7,0.443,0.338,10.74,0.051,52.5,215.0,0.99722,3.29,0.56,9.79,white,6
7.1,0.302,0.34,5.75,0.032,37.5,119.5,0.99111,2.99,0.37,12.35,white,8
7.4,0.316,0.549,16.62,0.055,53.0,234.5,1.00143,2.97,0.57,8.78,white,6
6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,3.08,0.55,9.0,white,5
7.1,0.43,0.42,5.49,0.071,29.0,129.0,0.9973,3.42,0.72,10.5,red,5
7.3,0.474,0.245,0.88,0.035,24.5,86.5,0.99343,3.18,0.33,9.2,white,4
6.5,0.402,0.274,5.59,0.035,30.0,116.5,0.99147,3.26,0.69,12.55,white,8
7.3,0.258,0.723,12.07,0.04,44.0,149.5,0.99801,3.03,0.42,8.73,white,5
6.7,0.325,0.404,7.91,0.048,66.0,177.0,0.99508,3.14,0.5,9.52,white,6
5.9,0.2,0.23,1.5,0.037,38.0,93.0,0.99021,3.36,0.49,12.0,white,6
7.2,0.233,0.352,1.71,0.04,47.0,150.0,0.99123,3.23,0.41,11.85,white,8
6.3,0.286,0.291,3.28,0.038,32.5,141.0,0.98949,3.18,0.36,12.8,white,7
7.3,0.189,0.269,13.91,0.057,45.0,155.0,0.99807,2.94,0.41,8.79,white,8
10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,red,6
6.4,0.203,0.309,1.37,0.032,23.0,93.0,0.99117,3.25,0.53,11.16,white,6
6.5,0.203,0.346,1.4,0.033,65.0,153.0,0.99192,3.29,0.52,10.72,white,6
7.0,0.356,0.309,1.94,0.035,32.5,130.0,0.9898,3.12,0.36,12.2,white,7
6.4,0.39,0.234,6.51,0.048,43.5,148.5,0.99561,3.12,0.6,9.21,white,5
6.4,0.27,0.29,10.8,0.028,17.0,118.0,0.99356,3.18,0.37,11.2,white,6
7.2,0.279,0.384,0.95,0.042,21.0,104.0,0.99135,3.29,0.38,11.71,white,3
7.4,0.353,0.552,12.18,0.052,59.5,190.0,0.99828,3.15,0.51,8.8,white,4
7.5,0.587,0.211,1.85,0.078,39.5,53.0,0.99498,3.1,0.42,9.25,red,5
6.7,0.239,0.348,1.97,0.031,41.0,134.5,0.9899,3.27,0.38,12.55,white,7
8.8,0.258,0.38,3.25,0.036,33.0,138.5,0.9937,3.13,0.47,11.45,white,7
6.7,0.354,0.309,1.65,0.04,11.0,125.0,0.99472,3.29,0.67,9.64,white,5
6.3,0.263,0.233,7.79,0.056,44.0,171.0,0.99612,3.24,0.42,9.0,white,5
8.7,0.517,0.343,2.71,0.085,23.5,123.0,0.9981,3.25,0.61,9.48,red,5
8.1,0.254,0.426,1.76,0.067,21.5,52.0,0.99466,3.38,0.61,11.9,red,6
6.4,0.232,0.329,3.11,0.042,98.0,169.5,0.99137,3.09,0.7,11.39,white,8
6.0,0.32,0.3,7.3,0.174,46.0,159.0,0.99519,3.18,0.49,9.4,white,5
6.5,0.433,0.434,2.25,0.233,15.5,30.5,0.99413,3.38,0.84,11.84,red,6
6.5,0.235,0.235,2.98,0.046,33.0,135.5,0.99151,3.14,0.59,11.35,white,7
6.0,0.163,0.29,4.97,0.036,48.5,151.5,0.9937,3.46,0.48,10.77,white,6
8.1,0.214,0.387,1.85,0.037,11.0,113.0,0.99309,3.05,0.65,11.37,white,4
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,white,5
5.8,0.275,0.3,5.4,0.043,41.0,149.0,0.9926,3.33,0.42,10.8,white,7
6.9,0.205,0.319,11.7,0.057,46.0,174.0,0.99792,3.41,0.41,9.73,white,6
6.8,0.244,0.35,4.01,0.069,15.5,137.0,0.99382,3.3,0.42,10.62,white,6
6.7,0.194,0.349,1.71,0.04,45.5,153.0,0.99107,3.3,0.53,11.71,white,8
7.4,0.426,0.319,2.13,0.062,13.0,25.5,0.99404,3.22,0.75,11.82,red,8
6.5,0.133,0.308,12.38,0.051,34.0,111.5,0.99782,3.5,0.45,9.26,white,6
5.5,0.485,0.0,1.5,0.065,8.0,103.0,0.994,3.63,0.4,9.7,white,4
6.3,0.759,0.046,2.33,0.059,21.5,40.5,0.9937,3.53,0.51,11.74,red,5
6.5,0.309,0.43,8.22,0.043,57.0,198.5,0.99556,3.16,0.48,9.45,white,5
7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,red,7
10.4,0.248,0.47,2.04,0.065,6.5,24.0,0.99771,3.16,0.89,10.93,red,7
7.3,0.657,0.188,7.31,0.048,20.0,62.5,0.99421,3.11,0.29,10.44,white,4
5.3,0.36,0.0,1.87,0.052,25.5,59.0,0.99178,3.67,0.76,13.8,red,6
6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,white,5
6.6,0.58,0.399,2.8,0.032,27.5,96.0,0.99009,3.28,0.5,12.75,white,8
6.3,0.237,0.164,1.4,0.044,52.5,135.0,0.99193,3.21,0.41,10.36,white,5
8.8,0.401,0.395,2.22,0.097,31.0,124.0,0.99786,3.17,1.16,9.58,red,5
6.9,0.305,0.321,1.94,0.043,36.5,111.0,0.99145,3.23,0.44,11.66,white,8
8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11.0,white,4
8.1,0.225,0.31,8.91,0.039,90.5,205.5,0.99437,2.99,0.4,10.64,white,3
7.0,0.289,0.447,2.79,0.028,38.5,115.0,0.99016,3.34,0.4,12.84,white,9
8.2,0.712,0.325,2.0,0.085,13.5,58.5,0.99709,3.3,0.54,10.17,red,4
6.9,0.25,0.3,4.1,0.054,23.0,116.0,0.994,2.99,0.38,9.4,white,6
7.7,0.381,0.299,1.83,0.076,33.0,80.5,0.9971,3.4,0.58,9.13,red,5
6.4,0.299,0.296,3.11,0.037,25.0,80.5,0.99036,3.28,0.61,12.44,white,7
8.6,0.414,0.341,1.31,0.05,15.5,169.5,0.99417,3.18,0.43,10.1,white,5
8.6,0.209,0.422,2.26,0.053,24.5,110.5,0.99401,2.94,0.44,9.82,white,5
6.8,0.16,0.295,1.74,0.044,16.5,133.5,0.99168,3.23,0.46,11.4,white,7
8.1,0.795,0.184,4.61,0.118,3.5,14.5,0.99848,3.33,0.55,9.65,red,3
8.5,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,12.0,white,6
7.3,0.211,0.364,1.98,0.045,20.0,89.0,0.99006,2.95,0.35,12.13,white,6
5.0,0.485,0.18,1.96,0.036,26.5,121.5,0.98884,3.31,0.79,13.59,white,7
10.4,0.354,0.494,2.83,0.083,6.5,21.0,0.99839,3.26,0.89,11.15,red,6
6.1,0.44,0.28,4.26,0.032,43.0,132.0,0.9916,3.26,0.47,11.29,white,7
7.3,0.19,0.271,13.93,0.057,45.0,155.5,0.99805,2.94,0.41,8.81,white,8
6.6,0.351,0.271,5.66,0.031,45.5,148.0,0.99224,3.27,0.45,11.41,white,7
6.0,0.338,0.127,6.02,0.039,34.0,188.0,0.99439,3.16,0.69,9.93,white,5
10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,red,5
6.8,0.179,0.28,9.81,0.039,29.0,113.0,0.99405,3.11,0.45,10.9,white,7
9.4,0.474,0.431,4.21,0.072,4.0,15.5,0.99798,3.24,0.75,10.96,red,6
7.5,0.448,0.36,3.18,0.035,7.0,59.0,0.99278,3.09,0.51,10.62,white,3
7.0,0.255,0.351,8.32,0.056,50.0,190.0,0.99576,3.14,0.47,9.65,white,6
6.6,0.136,0.344,1.8,0.038,25.0,102.5,0.99004,3.24,0.74,12.29,white,7
6.6,0.205,0.371,2.1,0.029,40.5,112.5,0.99135,3.27,0.44,11.18,white,8
8.0,0.713,0.187,1.9,0.077,7.0,21.0,0.99726,3.47,0.61,9.7,red,3
5.8,0.222,0.232,2.11,0.048,40.0,142.0,0.9932,3.78,0.7,10.99,white,6
6.4,0.233,0.202,10.46,0.046,52.0,172.0,0.99702,3.1,0.53,9.05,white,5
6.5,0.602,0.13,6.32,0.053,34.5,184.0,0.99584,3.24,0.49,9.06,white,5
7.4,0.374,0.62,11.13,0.04,54.0,152.5,0.99765,3.13,0.45,8.81,white,6
7.3,0.351,0.315,1.07,0.029,3.5,93.0,0.99004,2.98,0.34,11.41,white,4
7.9,0.207,0.367,1.18,0.043,15.5,106.0,0.99157,3.04,0.41,11.02,white,4
5.9,0.5,0.05,2.6,0.054,36.0,146.0,0.9948,3.43,0.5,9.2,white,6
5.8,0.538,0.146,4.41,0.045,32.5,143.0,0.99369,3.37,0.55,10.06,white,6
7.2,0.234,0.382,13.89,0.056,45.0,194.0,0.99808,3.0,0.48,8.97,white,7
6.4,0.273,0.262,8.1,0.053,49.5,181.5,0.99528,3.13,0.5,9.54,white,5
8.4,0.35,0.561,13.82,0.048,55.0,190.0,0.99932,3.07,0.58,9.39,white,6
6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,3.23,0.69,10.1,white,5
7.7,0.402,0.249,10.51,0.028,45.5,164.0,0.99468,3.11,0.42,11.21,white,7
6.5,0.234,0.39,7.4,0.034,33.5,128.0,0.99315,3.35,0.35,11.3,white,8
6.5,0.267,0.251,1.63,0.039,33.0,143.0,0.99314,3.4,0.64,10.44,white,7
6.8,0.35,0.271,8.15,0.034,40.0,126.5,0.99139,2.99,0.3,12.16,white,7
8.3,0.306,0.335,1.79,0.057,16.0,175.5,0.99452,3.18,0.51,9.79,white,5
7.2,0.264,0.364,5.26,0.026,32.0,107.0,0.99087,3.05,0.35,12.55,white,8
7.4,1.293,0.0,3.65,0.108,5.0,12.5,0.9961,3.6,0.5,10.75,red,3
7.4,0.326,0.606,11.33,0.044,63.5,175.5,0.9979,3.13,0.47,8.77,white,4
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,red,5
7.3,0.19,0.271,13.91,0.057,45.0,155.0,0.99808,2.94,0.41,8.8,white,8
7.7,0.302,0.353,7.59,0.042,37.5,157.0,0.99401,3.23,0.36,11.27,white,8
10.4,0.359,0.639,2.85,0.094,7.0,24.5,0.9989,3.25,0.74,11.35,red,7
7.2,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,white,6
6.4,0.329,0.288,3.92,0.039,28.0,83.5,0.99028,3.26,0.64,12.57,white,7
7.4,0.305,0.741,11.92,0.039,49.0,154.5,0.99792,3.02,0.42,8.69,white,5
10.5,0.799,0.285,2.88,0.117,18.5,76.0,1.00023,3.42,0.7,10.89,red,4
6.2,0.16,0.32,1.1,0.036,74.0,184.0,0.99096,3.22,0.41,11.0,white,6
9.9,0.378,0.553,9.57,0.04,7.5,92.0,0.99587,2.91,0.35,10.06,white,4
6.7,0.211,0.265,1.46,0.034,53.0,113.0,0.98919,2.99,0.49,12.38,white,7
7.0,0.326,0.394,3.52,0.023,48.0,117.5,0.98998,3.31,0.38,12.77,white,9
8.6,0.248,0.429,1.09,0.043,25.5,89.5,0.99196,2.99,0.34,10.5,white,4
6.0,0.235,0.241,12.1,0.045,51.5,169.0,0.99759,3.31,0.43,9.51,white,5
7.4,0.194,0.283,14.03,0.057,48.5,179.5,0.99846,3.02,0.43,8.84,white,8
5.9,0.318,0.25,2.69,0.048,45.0,184.0,0.99111,3.22,0.4,11.3,white,5
7.7,0.31,0.269,1.87,0.046,18.0,131.0,0.9935,3.11,0.41,9.69,white,5
6.7,0.303,0.337,1.44,0.028,30.5,94.0,0.99024,3.22,0.45,12.52,white,8
6.5,0.233,0.216,7.7,0.051,44.5,179.5,0.99513,3.16,0.49,9.52,white,5
7.6,0.29,0.424,1.49,0.05,12.0,34.5,0.99533,3.41,0.62,10.86,red,5
6.3,0.246,0.235,17.46,0.047,39.0,115.5,0.99901,3.09,0.46,8.84,white,6
6.8,0.17,0.292,5.16,0.029,14.5,100.5,0.99336,3.21,0.48,10.53,white,8
6.8,0.251,0.28,1.42,0.045,38.5,169.5,0.99331,3.17,0.41,9.28,white,6
6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,3.3,0.7,9.4,white,6
6.4,0.312,0.258,4.92,0.056,28.0,122.5,0.99134,3.26,0.52,12.48,white,8
7.4,0.211,0.35,9.58,0.059,47.5,179.5,0.9959,3.16,0.39,10.2,white,6
7.5,0.171,0.262,1.45,0.035,13.0,80.0,0.99383,3.36,0.45,10.06,white,5
6.6,0.36,0.297,1.96,0.021,28.5,90.0,0.98967,3.39,0.57,12.44,white,9
5.9,0.201,0.365,1.79,0.041,18.0,79.0,0.98977,3.07,0.45,11.86,white,7
7.3,0.451,0.212,2.13,0.069,14.0,24.5,0.99336,3.33,0.59,12.5,red,6
8.1,0.239,0.344,2.23,0.067,13.0,36.5,0.99549,3.37,0.79,11.49,red,7
6.1,0.14,0.281,6.07,0.045,44.0,153.5,0.99482,3.58,0.42,10.57,white,6
7.3,0.176,0.493,3.9,0.042,34.5,130.0,0.99105,3.21,0.4,12.13,white,6
6.9,0.183,0.283,3.54,0.034,14.5,103.0,0.99305,3.24,0.52,10.41,white,8
6.5,0.283,0.18,2.11,0.041,7.0,73.0,0.99268,3.33,0.44,10.78,white,4
7.1,0.242,0.389,14.79,0.048,55.5,176.0,0.99929,3.34,0.82,9.32,white,7
5.8,0.323,0.286,2.19,0.053,25.0,146.0,0.99142,3.51,0.43,12.16,white,5
5.9,0.205,0.333,1.1,0.036,40.0,96.0,0.9904,3.49,0.46,11.52,white,5
8.7,0.15,0.537,1.53,0.035,18.0,124.0,0.99359,3.03,0.41,10.32,white,6
7.3,0.21,0.21,1.6,0.046,35.0,133.0,0.99466,3.38,0.46,10.0,white,6
7.6,0.276,0.406,1.8,0.043,49.0,151.0,0.99343,3.42,0.51,10.47,white,8
7.8,0.326,0.383,6.65,0.025,45.5,121.0,0.99259,3.25,0.4,11.81,white,9
7.4,0.194,0.285,14.01,0.057,49.0,182.0,0.99852,3.03,0.43,8.85,white,8
6.7,0.351,0.35,5.95,0.043,31.0,122.0,0.99104,3.01,0.32,12.15,white,8
6.7,0.692,0.146,1.87,0.073,7.5,19.5,0.99581,3.41,0.59,10.47,red,5
7.2,0.239,0.351,4.81,0.026,28.5,102.0,0.99076,3.05,0.34,12.38,white,8
9.1,0.338,0.344,1.91,0.052,12.0,164.5,0.99515,3.08,0.45,9.52,white,4
6.4,0.232,0.335,9.9,0.04,32.0,165.0,0.99466,3.17,0.43,10.48,white,3
10.3,0.278,0.402,1.83,0.071,7.5,26.5,0.99719,3.2,0.86,11.11,red,7
6.6,0.259,0.22,18.12,0.05,23.0,139.5,0.99901,3.06,0.5,9.2,white,5
6.3,0.662,0.145,1.54,0.056,14.0,63.0,0.99309,3.44,0.77,12.32,red,8
8.1,0.277,0.242,14.72,0.064,34.0,159.5,0.99676,3.08,0.47,10.29,white,3
6.2,0.358,0.264,7.84,0.034,13.5,89.0,0.99035,3.08,0.27,12.97,white,7
6.6,0.287,0.384,16.68,0.038,59.0,172.0,0.99891,3.21,0.58,9.27,white,6
7.8,0.252,0.337,13.77,0.044,66.0,184.5,0.99973,3.22,0.75,8.91,white,5
6.4,0.347,0.284,3.1,0.036,28.0,115.5,0.99073,3.25,0.66,12.37,white,8
8.7,0.392,0.279,10.35,0.071,38.5,191.5,0.99751,3.1,0.45,9.28,white,3
6.9,0.301,0.335,3.17,0.054,28.0,196.0,0.9945,3.35,0.56,10.18,white,4
5.9,0.244,0.26,12.17,0.052,34.0,133.0,0.99712,3.34,0.44,9.54,white,6
6.6,0.386,0.406,6.44,0.025,41.5,130.5,0.99051,3.06,0.32,12.71,white,8
7.6,0.195,0.249,1.63,0.043,42.0,113.0,0.99282,3.33,0.43,10.31,white,7
6.0,0.232,0.227,3.75,0.027,42.0,139.5,0.99096,3.27,0.34,11.41,white,7
7.7,0.431,0.163,1.98,0.075,7.5,22.0,0.99675,3.29,0.57,9.46,red,6
7.8,0.322,0.257,2.88,0.031,4.5,41.5,0.99092,2.98,0.35,11.67,white,4
6.3,0.208,0.298,1.84,0.03,51.5,154.0,0.99018,3.39,0.65,12.66,white,8
6.0,0.22,0.284,2.75,0.042,63.5,142.0,0.9915,3.4,0.56,11.22,white,7
5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.99234,3.37,0.58,10.4,white,6
6.9,0.261,0.208,1.57,0.054,12.5,119.0,0.99347,3.12,0.41,9.47,white,5
7.6,0.352,0.268,10.01,0.049,37.0,164.5,0.99535,3.06,0.44,10.78,white,6
5.9,0.355,0.423,0.89,0.035,6.5,69.5,0.98983,3.26,0.35,11.79,white,4
8.1,0.752,0.0,2.35,0.085,12.5,25.0,0.99789,3.38,0.46,9.6,red,4
8.4,0.316,0.39,7.52,0.027,21.5,121.5,0.99222,2.99,0.36,12.85,white,7
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,red,6
6.1,0.296,0.36,1.73,0.041,33.5,98.5,0.98836,3.08,0.48,13.25,white,6
6.3,0.379,0.272,2.27,0.035,24.0,94.0,0.99007,3.06,0.43,11.61,white,6
6.7,0.259,0.292,1.73,0.043,34.5,130.0,0.99291,3.42,0.5,10.29,white,7
7.3,0.439,0.48,7.27,0.023,45.0,144.0,0.99122,3.15,0.3,12.85,white,8
6.6,0.485,0.272,11.03,0.029,32.0,110.0,0.99293,3.26,0.77,12.87,white,8
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,white,4
5.9,0.258,0.344,2.01,0.036,24.5,119.5,0.98965,3.34,0.33,12.88,white,8
6.9,0.628,0.191,1.8,0.074,12.0,54.0,0.99706,3.49,0.59,9.21,red,5
6.0,0.223,0.317,2.13,0.041,37.5,94.0,0.98967,3.23,0.86,12.46,white,8
8.7,0.284,0.432,9.56,0.032,33.0,123.0,0.99582,3.21,0.44,10.78,white,9
7.2,0.155,0.289,14.26,0.053,31.0,157.5,0.99807,2.93,0.41,8.87,white,7
8.7,0.194,0.334,1.54,0.037,28.5,114.0,0.99355,2.9,0.39,9.77,white,4
8.7,0.494,0.226,2.69,0.075,13.5,35.5,0.99683,3.33,0.74,10.99,red,7
6.7,0.198,0.338,6.84,0.04,27.0,100.5,0.99306,3.12,0.53,10.94,white,8
6.4,0.17,0.27,1.5,0.037,20.0,98.0,0.9916,3.46,0.42,11.0,white,7
7.5,0.61,0.261,1.88,0.073,24.0,88.0,0.99614,3.3,0.53,9.8,red,5
7.9,0.355,0.415,1.74,0.069,7.5,28.5,0.99453,3.33,0.69,11.27,red,6
11.0,0.258,0.498,3.06,0.082,5.0,21.5,0.99905,3.27,0.9,10.45,red,6
6.9,0.261,0.388,2.52,0.045,8.5,133.5,0.99306,3.18,0.68,11.21,white,6
5.7,0.196,0.267,1.38,0.031,12.0,76.5,0.9905,3.25,0.36,10.9,white,7
7.3,0.364,0.417,3.29,0.075,16.0,39.5,0.9962,3.42,0.84,13.03,red,8
7.9,0.69,0.21,2.07,0.08,33.0,141.0,0.99618,3.25,0.51,9.89,red,5
5.8,0.143,0.313,13.16,0.033,21.5,99.0,0.99466,3.24,0.38,11.12,white,8
6.5,0.139,0.366,1.34,0.035,46.0,129.0,0.99156,3.41,0.59,11.29,white,8
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,white,5
7.0,0.248,0.479,2.9,0.03,31.0,96.0,0.99025,3.14,0.39,12.25,white,7
9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,red,6
8.3,0.57,0.289,2.01,0.08,11.0,44.5,0.99753,3.39,0.61,10.09,red,6
7.9,0.116,0.488,4.86,0.048,30.5,143.5,0.9949,3.21,0.44,10.6,white,6
6.9,0.396,0.348,7.27,0.025,36.0,130.5,0.9922,3.18,0.42,12.13,white,7
7.2,0.329,0.401,1.58,0.034,15.0,169.5,0.99157,3.11,0.53,11.49,white,6
6.5,0.153,0.358,1.27,0.038,46.0,129.0,0.99114,3.37,0.55,11.49,white,8
6.5,0.154,0.342,1.62,0.035,45.5,166.5,0.99144,3.39,0.67,11.65,white,8
7.8,0.376,0.559,2.26,0.107,5.0,11.5,0.99598,3.35,0.57,11.38,red,6
6.8,0.15,0.41,12.9,0.044,79.5,182.0,0.99742,3.24,0.78,10.2,white,6
7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,white,6
6.1,0.265,0.287,15.77,0.04,49.5,172.0,0.99949,3.39,0.45,9.42,white,5
7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,white,6
6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,white,6
5.9,0.215,0.295,2.82,0.03,33.5,128.0,0.98907,3.41,0.35,13.49,white,7
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,white,6
6.4,0.29,0.3,6.5,0.209,62.0,156.0,0.99478,3.1,0.4,9.4,white,5
6.0,0.318,0.204,1.58,0.038,47.0,162.0,0.99175,3.38,0.5,11.04,white,6
6.2,0.298,0.186,2.83,0.04,24.0,124.0,0.99394,3.01,0.46,8.95,white,5
7.2,0.315,0.329,1.71,0.044,25.0,179.0,0.994,3.35,0.51,10.19,white,4
7.1,0.256,0.359,1.18,0.046,3.0,64.0,0.99176,3.24,0.5,11.25,white,5
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,white,5
10.6,0.823,0.5,2.17,0.089,9.0,37.5,0.99935,3.31,0.53,9.46,red,3
8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,white,5
7.0,0.149,0.366,2.53,0.044,30.0,97.5,0.99289,3.15,0.4,10.41,white,8
6.7,0.445,0.157,8.47,0.096,26.0,188.5,0.99794,3.45,0.61,9.17,white,4
6.6,0.703,0.025,2.12,0.061,35.0,51.0,0.99442,3.43,0.67,11.93,red,7
10.5,0.29,0.486,2.27,0.067,6.0,16.5,0.99811,3.29,0.86,10.78,red,6
7.5,0.606,0.204,1.72,0.077,37.5,60.0,0.99496,3.1,0.4,9.28,red,5
6.8,0.29,0.5,13.29,0.053,48.0,194.0,0.99739,3.09,0.45,9.4,white,5
7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5,white,8
6.4,0.545,0.063,3.39,0.115,10.5,25.5,0.99643,3.54,0.65,11.16,red,4
7.3,0.19,0.271,13.88,0.057,45.0,155.0,0.99808,2.94,0.41,8.79,white,8
6.6,0.268,0.435,2.78,0.03,9.0,105.0,0.99124,3.43,0.4,11.92,white,3
